caseid,task,user,start_timestamp,end_timestamp
45,Create Purchase Requisition,Nico Ojenbeer,2011-01-05 23:24:00,2011-01-06 00:10:00
45,Analyze Purchase Requisition,Heinz Gutschmidt,2011-01-06 11:30:00,2011-01-06 11:38:00
45,Amend Purchase Requisition,Clement Duchot,2011-01-06 23:26:00,2011-01-06 23:55:00
45,Analyze Purchase Requisition,Maris Freeman,2011-01-07 18:31:00,2011-01-07 18:40:00
45,Create Request for Quotation,Francis Odell,2011-01-07 18:48:00,2011-01-07 18:49:00
45,Analyze Request for Quotation,Karel de Groot,2011-01-08 04:11:00,2011-01-08 04:43:00
45,Send Request for Quotation to Supplier,Karel de Groot,2011-01-09 19:52:00,2011-01-09 20:13:00
45,Create Quotation comparison Map,Francois de Perrier,2011-01-10 18:25:00,2011-01-11 00:26:00
45,Analyze Quotation Comparison Map,Miu Hanwan,2011-01-11 07:08:00,2011-01-11 07:31:00
45,Choose best option,Clement Duchot,2011-01-11 07:31:00,2011-01-11 07:31:00
45,Settle Conditions With Supplier,Magdalena Predutta,2011-01-11 11:00:00,2011-01-11 23:06:00
45,Create Purchase Order,Magdalena Predutta,2011-01-12 03:44:00,2011-01-12 03:56:00
45,Confirm Purchase Order,Kiu Kan,2011-01-12 12:12:00,2011-01-12 12:19:00
45,Deliver Goods Services,Carmen Finacse,2011-01-13 01:59:00,2011-01-14 03:48:00
45,Release Purchase Order,Esmana Liubiata,2011-01-14 11:15:00,2011-01-14 11:16:00
45,Approve Purchase Order for payment,Francois de Perrier,2011-01-15 08:48:00,2011-01-15 08:49:00
45,Send Invoice,Kiu Kan,2011-01-17 03:34:00,2011-01-17 03:34:00
45,Release Supplier's Invoice,Pedro Alvares,2011-01-17 17:53:00,2011-01-17 17:56:00
45,Authorize Supplier's Invoice payment,Pedro Alvares,2011-01-17 17:56:00,2011-01-17 17:56:00
45,Pay Invoice,Pedro Alvares,2011-01-17 18:30:00,2011-01-17 18:41:00
45,End,End,2011-01-17 18:41:00,2011-01-17 18:41:00
294,Start,Start,2011-02-09 15:41:00,2011-02-09 15:41:00
294,Create Purchase Requisition,Kim Passa,2011-02-09 15:41:00,2011-02-09 16:37:00
294,Analyze Purchase Requisition,Francis Odell,2011-02-10 02:39:00,2011-02-10 02:44:00
294,Create Request for Quotation,Heinz Gutschmidt,2011-02-10 02:49:00,2011-02-10 02:51:00
294,Analyze Request for Quotation,Magdalena Predutta,2011-02-10 05:12:00,2011-02-10 06:00:00
294,Amend Request for Quotation,Anna Kaufmann,2011-02-10 06:54:00,2011-02-10 07:04:00
294,Analyze Request for Quotation,Francois de Perrier,2011-02-15 05:16:00,2011-02-15 05:34:00
294,Amend Request for Quotation,Miu Hanwan,2011-02-15 06:20:00,2011-02-15 06:33:00
294,Analyze Request for Quotation,Francois de Perrier,2011-02-19 13:29:00,2011-02-19 13:49:00
294,Send Request for Quotation to Supplier,Francois de Perrier,2011-02-20 07:40:00,2011-02-20 08:10:00
294,Create Quotation comparison Map,Francois de Perrier,2011-02-20 08:44:00,2011-02-20 11:11:00
294,Analyze Quotation Comparison Map,Immanuel Karagianni,2011-02-20 17:44:00,2011-02-20 18:13:00
294,Choose best option,Alberto Duport,2011-02-20 18:13:00,2011-02-20 18:13:00
294,Settle Conditions With Supplier,Magdalena Predutta,2011-02-21 02:00:00,2011-02-21 07:26:00
294,Create Purchase Order,Magdalena Predutta,2011-02-21 08:00:00,2011-02-21 08:13:00
294,Confirm Purchase Order,Carmen Finacse,2011-02-21 18:03:00,2011-02-21 18:08:00
294,Deliver Goods Services,Sean Manney,2011-02-23 03:02:00,2011-02-23 18:44:00
294,Release Purchase Order,Esmana Liubiata,2011-02-24 02:16:00,2011-02-24 02:17:00
294,Approve Purchase Order for payment,Francois de Perrier,2011-02-24 15:14:00,2011-02-24 15:15:00
294,Send Invoice,Esmeralda Clay,2011-02-25 17:39:00,2011-02-25 17:39:00
294,Release Supplier's Invoice,Karalda Nimwada,2011-02-26 07:57:00,2011-02-26 08:02:00
294,Authorize Supplier's Invoice payment,Karalda Nimwada,2011-02-26 08:02:00,2011-02-26 08:02:00
294,Pay Invoice,Karalda Nimwada,2011-02-26 08:21:00,2011-02-26 08:30:00
294,End,End,2011-02-26 08:30:00,2011-02-26 08:30:00
1458,Start,Start,2011-07-29 13:57:00,2011-07-29 13:57:00
1458,Create Purchase Requisition,Tesca Lobes,2011-07-29 13:57:00,2011-07-29 14:47:00
1458,Analyze Purchase Requisition,Maris Freeman,2011-07-30 01:55:00,2011-07-30 02:04:00
1458,Create Request for Quotation,Maris Freeman,2011-07-30 02:10:00,2011-07-30 02:12:00
1458,Analyze Request for Quotation,Magdalena Predutta,2011-08-05 03:42:00,2011-08-05 04:06:00
1458,Send Request for Quotation to Supplier,Karel de Groot,2011-08-06 09:05:00,2011-08-06 09:28:00
1458,Create Quotation comparison Map,Karel de Groot,2011-08-06 15:26:00,2011-08-06 20:25:00
1458,Analyze Quotation Comparison Map,Penn Osterwalder,2011-08-07 02:54:00,2011-08-07 03:27:00
1458,Choose best option,Christian Francois,2011-08-07 03:27:00,2011-08-07 03:27:00
1458,Settle Conditions With Supplier,Francois de Perrier,2011-08-07 13:13:00,2011-08-07 23:53:00
1458,Create Purchase Order,Magdalena Predutta,2011-08-08 00:38:00,2011-08-08 00:46:00
1458,Confirm Purchase Order,Karen Clarens,2011-08-09 02:07:00,2011-08-09 02:27:00
1458,Deliver Goods Services,Kiu Kan,2011-08-10 15:36:00,2011-08-12 07:52:00
1458,Release Purchase Order,Immanuel Karagianni,2011-08-12 15:18:00,2011-08-12 15:19:00
1458,Approve Purchase Order for payment,Karel de Groot,2011-08-13 07:33:00,2011-08-13 07:34:00
1458,Send Invoice,Karen Clarens,2011-08-14 00:26:00,2011-08-14 00:26:00
1458,Release Supplier's Invoice,Karalda Nimwada,2011-08-14 14:44:00,2011-08-14 14:50:00
1458,Settle Dispute With Supplier,Pedro Alvares,2011-08-14 15:29:00,2011-08-14 15:50:00
1458,Authorize Supplier's Invoice payment,Karalda Nimwada,2011-08-14 15:50:00,2011-08-14 15:50:00
1458,Pay Invoice,Pedro Alvares,2011-08-14 16:47:00,2011-08-14 17:01:00
1458,End,End,2011-08-14 17:01:00,2011-08-14 17:01:00
67,Start,Start,2011-01-09 07:20:00,2011-01-09 07:20:00
67,Create Purchase Requisition,Alberto Duport,2011-01-09 07:20:00,2011-01-09 07:54:00
67,Analyze Purchase Requisition,Heinz Gutschmidt,2011-01-09 20:46:00,2011-01-09 20:54:00
67,Create Request for Quotation,Maris Freeman,2011-01-09 21:00:00,2011-01-09 21:01:00
67,Analyze Request for Quotation,Magdalena Predutta,2011-01-11 01:53:00,2011-01-11 01:59:00
67,Amend Request for Quotation,Esmana Liubiata,2011-01-11 02:40:00,2011-01-11 02:50:00
67,Analyze Request for Quotation,Magdalena Predutta,2011-01-12 02:52:00,2011-01-12 03:11:00
67,Amend Request for Quotation,Fjodor Kowalski,2011-01-12 03:51:00,2011-01-12 04:00:00
67,Analyze Request for Quotation,Magdalena Predutta,2011-01-12 05:10:00,2011-01-12 05:16:00
67,Amend Request for Quotation,Elvira Lores,2011-01-12 06:12:00,2011-01-12 06:26:00
67,Analyze Request for Quotation,Magdalena Predutta,2011-01-12 07:54:00,2011-01-12 08:27:00
67,Send Request for Quotation to Supplier,Magdalena Predutta,2011-01-12 10:50:00,2011-01-12 11:09:00
67,Create Quotation comparison Map,Magdalena Predutta,2011-01-12 11:48:00,2011-01-12 13:04:00
67,Analyze Quotation Comparison Map,Fjodor Kowalski,2011-01-12 19:18:00,2011-01-12 19:45:00
67,Choose best option,Anne Olwada,2011-01-12 19:45:00,2011-01-12 19:45:00
67,Settle Conditions With Supplier,Francois de Perrier,2011-01-13 08:47:00,2011-01-13 15:36:00
67,Create Purchase Order,Karel de Groot,2011-01-14 01:01:00,2011-01-14 01:08:00
67,Confirm Purchase Order,Esmeralda Clay,2011-01-14 05:25:00,2011-01-14 05:34:00
67,Deliver Goods Services,Sean Manney,2011-01-14 23:51:00,2011-01-16 20:33:00
67,Release Purchase Order,Penn Osterwalder,2011-01-17 03:58:00,2011-01-17 03:59:00
67,Approve Purchase Order for payment,Karel de Groot,2011-01-17 14:39:00,2011-01-17 14:40:00
67,Send Invoice,Sean Manney,2011-01-19 00:05:00,2011-01-19 00:05:00
67,Release Supplier's Invoice,Pedro Alvares,2011-01-19 14:18:00,2011-01-19 14:23:00
67,Authorize Supplier's Invoice payment,Karalda Nimwada,2011-01-19 14:23:00,2011-01-19 14:23:00
67,Pay Invoice,Karalda Nimwada,2011-01-19 14:52:00,2011-01-19 14:58:00
67,End,End,2011-01-19 14:58:00,2011-01-19 14:58:00
33,Start,Start,2011-01-04 15:30:00,2011-01-04 15:30:00
33,Create Purchase Requisition,Tesca Lobes,2011-01-04 15:30:00,2011-01-04 16:18:00
33,Analyze Purchase Requisition,Maris Freeman,2011-01-05 01:55:00,2011-01-05 02:02:00
33,Create Request for Quotation,Francis Odell,2011-01-05 02:07:00,2011-01-05 02:09:00
33,Analyze Request for Quotation,Karel de Groot,2011-01-05 07:33:00,2011-01-05 07:51:00
33,Amend Request for Quotation,Clement Duchot,2011-01-05 08:48:00,2011-01-05 08:55:00
33,Analyze Request for Quotation,Francois de Perrier,2011-01-06 14:00:00,2011-01-06 14:35:00
33,Send Request for Quotation to Supplier,Magdalena Predutta,2011-01-07 03:44:00,2011-01-07 04:17:00
33,Create Quotation comparison Map,Magdalena Predutta,2011-01-08 04:33:00,2011-01-08 05:46:00
33,Analyze Quotation Comparison Map,Esmana Liubiata,2011-01-08 12:18:00,2011-01-08 12:26:00
33,Choose best option,Anne Olwada,2011-01-08 12:26:00,2011-01-08 12:26:00
33,Settle Conditions With Supplier,Karel de Groot,2011-01-08 15:13:00,2011-01-09 02:55:00
33,Create Purchase Order,Karel de Groot,2011-01-09 08:26:00,2011-01-09 08:38:00
33,Confirm Purchase Order,Karen Clarens,2011-01-09 23:26:00,2011-01-09 23:56:00
33,Deliver Goods Services,Esmeralda Clay,2011-01-10 11:19:00,2011-01-10 15:55:00
33,Release Purchase Order,Elvira Lores,2011-01-10 23:46:00,2011-01-10 23:47:00
33,Approve Purchase Order for payment,Magdalena Predutta,2011-01-12 02:51:00,2011-01-12 02:52:00
33,Send Invoice,Karen Clarens,2011-01-16 20:14:00,2011-01-16 20:14:00
33,Release Supplier's Invoice,Karalda Nimwada,2011-01-17 10:38:00,2011-01-17 10:42:00
33,Authorize Supplier's Invoice payment,Pedro Alvares,2011-01-17 10:42:00,2011-01-17 10:42:00
33,Pay Invoice,Karalda Nimwada,2011-01-17 11:15:00,2011-01-17 11:28:00
33,End,End,2011-01-17 11:28:00,2011-01-17 11:28:00
649,Start,Start,2011-04-04 09:59:00,2011-04-04 09:59:00
649,Create Purchase Requisition,Elvira Lores,2011-04-04 09:59:00,2011-04-04 10:17:00
649,Analyze Purchase Requisition,Heinz Gutschmidt,2011-04-04 21:33:00,2011-04-04 21:40:00
649,Create Request for Quotation,Francis Odell,2011-04-04 21:47:00,2011-04-04 21:48:00
649,Analyze Request for Quotation,Magdalena Predutta,2011-04-08 22:42:00,2011-04-08 22:55:00
649,Send Request for Quotation to Supplier,Magdalena Predutta,2011-04-09 09:30:00,2011-04-09 09:55:00
649,Create Quotation comparison Map,Magdalena Predutta,2011-04-09 12:56:00,2011-04-09 16:31:00
649,Analyze Quotation Comparison Map,Alberto Duport,2011-04-09 23:22:00,2011-04-09 23:42:00
649,Choose best option,Christian Francois,2011-04-09 23:42:00,2011-04-09 23:42:00
649,Settle Conditions With Supplier,Francois de Perrier,2011-04-10 15:39:00,2011-04-11 00:06:00
649,Create Purchase Order,Francois de Perrier,2011-04-11 05:37:00,2011-04-11 05:45:00
649,Confirm Purchase Order,Kiu Kan,2011-04-12 16:37:00,2011-04-12 17:04:00
649,Deliver Goods Services,Carmen Finacse,2011-04-13 22:55:00,2011-04-14 17:51:00
649,Release Purchase Order,Penn Osterwalder,2011-04-15 01:23:00,2011-04-15 01:24:00
649,Approve Purchase Order for payment,Magdalena Predutta,2011-04-15 16:35:00,2011-04-15 16:36:00
649,Send Invoice,Sean Manney,2011-04-16 07:29:00,2011-04-16 07:29:00
649,Release Supplier's Invoice,Pedro Alvares,2011-04-16 21:56:00,2011-04-16 21:59:00
649,Authorize Supplier's Invoice payment,Pedro Alvares,2011-04-16 21:59:00,2011-04-16 21:59:00
649,Pay Invoice,Pedro Alvares,2011-04-16 22:26:00,2011-04-16 22:36:00
649,End,End,2011-04-16 22:36:00,2011-04-16 22:36:00
467,Start,Start,2011-03-08 18:59:00,2011-03-08 18:59:00
467,Create Purchase Requisition,Christian Francois,2011-03-08 18:59:00,2011-03-08 19:20:00
467,Analyze Purchase Requisition,Maris Freeman,2011-03-09 09:08:00,2011-03-09 09:12:00
467,Create Request for Quotation,Heinz Gutschmidt,2011-03-09 09:18:00,2011-03-09 09:19:00
467,Analyze Request for Quotation,Francois de Perrier,2011-03-14 07:13:00,2011-03-14 07:25:00
467,Send Request for Quotation to Supplier,Magdalena Predutta,2011-03-14 10:17:00,2011-03-14 10:46:00
467,Create Quotation comparison Map,Francois de Perrier,2011-03-14 17:49:00,2011-03-14 22:29:00
467,Analyze Quotation Comparison Map,Alberto Duport,2011-03-15 05:04:00,2011-03-15 05:27:00
467,Choose best option,Tesca Lobes,2011-03-15 05:27:00,2011-03-15 05:27:00
467,Settle Conditions With Supplier,Karel de Groot,2011-03-15 09:42:00,2011-03-15 19:06:00
467,Create Purchase Order,Karel de Groot,2011-03-16 01:22:00,2011-03-16 01:32:00
467,Confirm Purchase Order,Kiu Kan,2011-03-16 10:59:00,2011-03-16 11:31:00
467,Deliver Goods Services,Kiu Kan,2011-03-18 00:25:00,2011-03-19 08:39:00
467,Release Purchase Order,Alberto Duport,2011-03-19 16:24:00,2011-03-19 16:25:00
467,Approve Purchase Order for payment,Magdalena Predutta,2011-03-19 19:32:00,2011-03-19 19:33:00
467,Send Invoice,Esmeralda Clay,2011-03-24 05:40:00,2011-03-24 05:40:00
467,Release Supplier's Invoice,Karalda Nimwada,2011-03-24 19:54:00,2011-03-24 19:57:00
467,Settle Dispute With Supplier,Pedro Alvares,2011-03-24 20:28:00,2011-03-24 20:42:00
467,Authorize Supplier's Invoice payment,Pedro Alvares,2011-03-24 20:42:00,2011-03-24 20:42:00
467,Pay Invoice,Karalda Nimwada,2011-03-24 21:23:00,2011-03-24 21:36:00
467,End,End,2011-03-24 21:36:00,2011-03-24 21:36:00
14,Start,Start,2011-01-02 13:58:00,2011-01-02 13:58:00
14,Create Purchase Requisition,Miu Hanwan,2011-01-02 13:58:00,2011-01-02 14:50:00
14,Analyze Purchase Requisition,Maris Freeman,2011-01-03 04:56:00,2011-01-03 05:04:00
14,Create Request for Quotation,Maris Freeman,2011-01-03 05:11:00,2011-01-03 05:14:00
14,Analyze Request for Quotation,Magdalena Predutta,2011-01-03 12:17:00,2011-01-03 12:52:00
14,Amend Request for Quotation,Christian Francois,2011-01-03 13:45:00,2011-01-03 13:56:00
14,Analyze Request for Quotation,Karel de Groot,2011-01-03 14:28:00,2011-01-03 14:57:00
14,Amend Request for Quotation,Tesca Lobes,2011-01-03 15:52:00,2011-01-03 15:59:00
14,Analyze Request for Quotation,Magdalena Predutta,2011-01-03 20:06:00,2011-01-03 20:38:00
14,Amend Request for Quotation,Clement Duchot,2011-01-03 21:26:00,2011-01-03 21:33:00
14,Analyze Request for Quotation,Karel de Groot,2011-01-03 22:44:00,2011-01-03 23:21:00
14,Send Request for Quotation to Supplier,Francois de Perrier,2011-01-04 08:01:00,2011-01-04 08:18:00
14,Create Quotation comparison Map,Karel de Groot,2011-01-04 11:26:00,2011-01-04 16:43:00
14,Analyze Quotation Comparison Map,Penn Osterwalder,2011-01-04 22:51:00,2011-01-04 23:00:00
14,Choose best option,Anne Olwada,2011-01-04 23:00:00,2011-01-04 23:00:00
14,Settle Conditions With Supplier,Francois de Perrier,2011-01-05 02:26:00,2011-01-05 16:28:00
14,Create Purchase Order,Francois de Perrier,2011-01-06 13:27:00,2011-01-06 13:40:00
14,Confirm Purchase Order,Kiu Kan,2011-01-07 02:28:00,2011-01-07 02:40:00
14,Deliver Goods Services,Kiu Kan,2011-01-08 01:26:00,2011-01-09 11:38:00
14,Release Purchase Order,Immanuel Karagianni,2011-01-09 18:55:00,2011-01-09 18:56:00
14,Approve Purchase Order for payment,Francois de Perrier,2011-01-10 05:22:00,2011-01-10 05:23:00
14,Send Invoice,Sean Manney,2011-01-10 20:27:00,2011-01-10 20:27:00
14,Release Supplier's Invoice,Pedro Alvares,2011-01-11 10:49:00,2011-01-11 10:53:00
14,Settle Dispute With Supplier,Pedro Alvares,2011-01-11 11:10:00,2011-01-11 11:26:00
14,Authorize Supplier's Invoice payment,Pedro Alvares,2011-01-11 11:26:00,2011-01-11 11:26:00
14,Pay Invoice,Karalda Nimwada,2011-01-11 11:59:00,2011-01-11 12:05:00
14,End,End,2011-01-11 12:05:00,2011-01-11 12:05:00
419,Start,Start,2011-03-01 06:58:00,2011-03-01 06:58:00
419,Create Purchase Requisition,Christian Francois,2011-03-01 06:58:00,2011-03-01 07:26:00
419,Analyze Purchase Requisition,Maris Freeman,2011-03-02 02:41:00,2011-03-02 02:48:00
419,Create Request for Quotation,Heinz Gutschmidt,2011-03-02 02:52:00,2011-03-02 02:54:00
419,Analyze Request for Quotation,Magdalena Predutta,2011-03-07 05:03:00,2011-03-07 05:27:00
419,Send Request for Quotation to Supplier,Karel de Groot,2011-03-07 16:09:00,2011-03-07 16:37:00
419,Create Quotation comparison Map,Karel de Groot,2011-03-07 17:00:00,2011-03-07 22:55:00
419,Analyze Quotation Comparison Map,Tesca Lobes,2011-03-08 05:28:00,2011-03-08 05:38:00
419,Choose best option,Elvira Lores,2011-03-08 05:38:00,2011-03-08 05:38:00
419,Settle Conditions With Supplier,Magdalena Predutta,2011-03-08 10:22:00,2011-03-08 14:57:00
419,Create Purchase Order,Francois de Perrier,2011-03-08 18:05:00,2011-03-08 18:13:00
419,Confirm Purchase Order,Sean Manney,2011-03-10 20:10:00,2011-03-10 20:24:00
419,Deliver Goods Services,Esmeralda Clay,2011-03-12 23:08:00,2011-03-13 19:30:00
419,Release Purchase Order,Nico Ojenbeer,2011-03-14 03:41:00,2011-03-14 03:42:00
419,Approve Purchase Order for payment,Francois de Perrier,2011-03-14 07:43:00,2011-03-14 07:44:00
419,Send Invoice,Sean Manney,2011-03-15 01:48:00,2011-03-15 01:48:00
419,Release Supplier's Invoice,Karalda Nimwada,2011-03-15 15:58:00,2011-03-15 16:01:00
419,Authorize Supplier's Invoice payment,Pedro Alvares,2011-03-15 16:01:00,2011-03-15 16:01:00
419,Pay Invoice,Karalda Nimwada,2011-03-15 16:22:00,2011-03-15 16:28:00
419,End,End,2011-03-15 16:28:00,2011-03-15 16:28:00
1191,Start,Start,2011-06-21 14:52:00,2011-06-21 14:52:00
1191,Create Purchase Requisition,Christian Francois,2011-06-21 14:52:00,2011-06-21 15:35:00
1191,Analyze Purchase Requisition,Maris Freeman,2011-06-22 15:34:00,2011-06-22 15:39:00
1191,Create Request for Quotation,Francis Odell,2011-06-22 15:46:00,2011-06-22 15:48:00
1191,Analyze Request for Quotation,Francois de Perrier,2011-07-02 07:20:00,2011-07-02 07:41:00
1191,Amend Request for Quotation,Elvira Lores,2011-07-02 08:31:00,2011-07-02 08:36:00
1191,Analyze Request for Quotation,Karel de Groot,2011-07-05 18:59:00,2011-07-05 19:19:00
1191,Amend Request for Quotation,Elvira Lores,2011-07-05 20:04:00,2011-07-05 20:13:00
1191,Analyze Request for Quotation,Magdalena Predutta,2011-08-28 07:26:00,2011-08-28 07:46:00
1191,Send Request for Quotation to Supplier,Francois de Perrier,2011-08-28 16:10:00,2011-08-28 16:41:00
1191,Create Quotation comparison Map,Francois de Perrier,2011-08-29 01:58:00,2011-08-29 04:05:00
1191,Analyze Quotation Comparison Map,Miu Hanwan,2011-08-29 10:59:00,2011-08-29 11:21:00
1191,Choose best option,Anne Olwada,2011-08-29 11:21:00,2011-08-29 11:21:00
1191,Settle Conditions With Supplier,Karel de Groot,2011-08-29 20:05:00,2011-08-30 01:04:00
1191,Create Purchase Order,Francois de Perrier,2011-08-30 12:36:00,2011-08-30 12:47:00
1191,Confirm Purchase Order,Esmeralda Clay,2011-08-31 07:29:00,2011-08-31 07:45:00
1191,Deliver Goods Services,Esmeralda Clay,2011-09-04 01:32:00,2011-09-05 14:57:00
1191,Release Purchase Order,Immanuel Karagianni,2011-09-05 22:27:00,2011-09-05 22:28:00
1191,Approve Purchase Order for payment,Francois de Perrier,2011-09-07 02:33:00,2011-09-07 02:34:00
1191,Send Invoice,Esmeralda Clay,2011-09-18 00:09:00,2011-09-18 00:09:00
1191,Release Supplier's Invoice,Pedro Alvares,2011-09-18 14:20:00,2011-09-18 14:26:00
1191,Authorize Supplier's Invoice payment,Pedro Alvares,2011-09-18 14:26:00,2011-09-18 14:26:00
1191,Pay Invoice,Pedro Alvares,2011-09-18 14:32:00,2011-09-18 14:41:00
1191,End,End,2011-09-18 14:41:00,2011-09-18 14:41:00
835,Start,Start,2011-05-03 19:23:00,2011-05-03 19:23:00
835,Create Purchase Requisition,Alberto Duport,2011-05-03 19:23:00,2011-05-03 20:19:00
835,Analyze Purchase Requisition,Heinz Gutschmidt,2011-05-04 12:24:00,2011-05-04 12:29:00
835,Create Request for Quotation,Heinz Gutschmidt,2011-05-04 12:34:00,2011-05-04 12:35:00
835,Analyze Request for Quotation,Karel de Groot,2011-05-04 23:46:00,2011-05-05 00:21:00
835,Send Request for Quotation to Supplier,Karel de Groot,2011-05-05 11:30:00,2011-05-05 11:52:00
835,Create Quotation comparison Map,Magdalena Predutta,2011-05-05 14:35:00,2011-05-05 15:51:00
835,Analyze Quotation Comparison Map,Nico Ojenbeer,2011-05-05 22:36:00,2011-05-05 23:00:00
835,Choose best option,Nico Ojenbeer,2011-05-05 23:00:00,2011-05-05 23:00:00
835,Settle Conditions With Supplier,Karel de Groot,2011-05-06 14:03:00,2011-05-07 03:13:00
835,Create Purchase Order,Francois de Perrier,2011-05-07 05:08:00,2011-05-07 05:16:00
835,Confirm Purchase Order,Carmen Finacse,2011-05-12 22:46:00,2011-05-12 23:20:00
835,Deliver Goods Services,Karen Clarens,2011-05-15 00:10:00,2011-05-16 07:09:00
835,Release Purchase Order,Clement Duchot,2011-05-16 14:47:00,2011-05-16 14:48:00
835,Approve Purchase Order for payment,Francois de Perrier,2011-05-17 16:42:00,2011-05-17 16:43:00
835,Send Invoice,Carmen Finacse,2011-05-20 08:57:00,2011-05-20 08:57:00
835,Release Supplier's Invoice,Karalda Nimwada,2011-05-20 23:10:00,2011-05-20 23:16:00
835,Authorize Supplier's Invoice payment,Karalda Nimwada,2011-05-20 23:16:00,2011-05-20 23:16:00
835,Pay Invoice,Karalda Nimwada,2011-05-20 23:46:00,2011-05-20 23:52:00
835,End,End,2011-05-20 23:52:00,2011-05-20 23:52:00
549,Start,Start,2011-03-20 08:25:00,2011-03-20 08:25:00
549,Create Purchase Requisition,Kim Passa,2011-03-20 08:25:00,2011-03-20 08:38:00
549,Analyze Purchase Requisition,Maris Freeman,2011-03-21 02:21:00,2011-03-21 02:29:00
549,Create Request for Quotation,Maris Freeman,2011-03-21 02:36:00,2011-03-21 02:38:00
549,Analyze Request for Quotation,Karel de Groot,2011-03-24 13:55:00,2011-03-24 14:19:00
549,Send Request for Quotation to Supplier,Karel de Groot,2011-03-25 06:41:00,2011-03-25 07:18:00
549,Create Quotation comparison Map,Magdalena Predutta,2011-03-26 03:42:00,2011-03-26 08:17:00
549,Analyze Quotation Comparison Map,Penn Osterwalder,2011-03-26 14:37:00,2011-03-26 14:58:00
549,Choose best option,Clement Duchot,2011-03-26 14:58:00,2011-03-26 14:58:00
549,Settle Conditions With Supplier,Karel de Groot,2011-03-26 18:39:00,2011-03-27 09:09:00
549,Create Purchase Order,Karel de Groot,2011-03-27 09:41:00,2011-03-27 09:50:00
549,Confirm Purchase Order,Carmen Finacse,2011-03-31 14:43:00,2011-03-31 15:06:00
549,Deliver Goods Services,Carmen Finacse,2011-04-01 06:31:00,2011-04-03 06:08:00
549,Release Purchase Order,Anna Kaufmann,2011-04-03 13:54:00,2011-04-03 13:55:00
549,Approve Purchase Order for payment,Francois de Perrier,2011-04-04 17:16:00,2011-04-04 17:17:00
549,Send Invoice,Sean Manney,2011-04-05 04:32:00,2011-04-05 04:32:00
549,Release Supplier's Invoice,Pedro Alvares,2011-04-05 18:59:00,2011-04-05 19:04:00
549,Authorize Supplier's Invoice payment,Karalda Nimwada,2011-04-05 19:58:00,2011-04-05 19:58:00
549,Pay Invoice,Pedro Alvares,2011-04-05 20:57:00,2011-04-05 21:08:00
549,End,End,2011-04-05 21:08:00,2011-04-05 21:08:00
22,Start,Start,2011-01-02 22:38:00,2011-01-02 22:38:00
22,Create Purchase Requisition,Elvira Lores,2011-01-02 22:38:00,2011-01-02 23:05:00
22,Analyze Purchase Requisition,Maris Freeman,2011-01-03 17:59:00,2011-01-03 18:04:00
22,Amend Purchase Requisition,Nico Ojenbeer,2011-01-04 05:32:00,2011-01-04 06:04:00
22,Analyze Purchase Requisition,Maris Freeman,2011-01-04 18:11:00,2011-01-04 18:16:00
22,Create Request for Quotation,Heinz Gutschmidt,2011-01-04 18:21:00,2011-01-04 18:23:00
22,Analyze Request for Quotation,Magdalena Predutta,2011-01-05 05:41:00,2011-01-05 05:57:00
22,Amend Request for Quotation,Miu Hanwan,2011-01-05 06:38:00,2011-01-05 06:48:00
22,Analyze Request for Quotation,Karel de Groot,2011-01-06 15:18:00,2011-01-06 15:26:00
22,Send Request for Quotation to Supplier,Magdalena Predutta,2011-01-06 20:59:00,2011-01-06 21:11:00
22,Create Quotation comparison Map,Magdalena Predutta,2011-01-06 21:39:00,2011-01-07 03:14:00
22,Analyze Quotation Comparison Map,Miu Hanwan,2011-01-07 10:04:00,2011-01-07 10:38:00
22,Choose best option,Penn Osterwalder,2011-01-07 10:38:00,2011-01-07 10:38:00
22,Settle Conditions With Supplier,Karel de Groot,2011-01-08 10:02:00,2011-01-08 15:13:00
22,Create Purchase Order,Francois de Perrier,2011-01-09 06:39:00,2011-01-09 06:47:00
22,Confirm Purchase Order,Karen Clarens,2011-01-09 22:52:00,2011-01-09 23:26:00
22,Deliver Goods Services,Karen Clarens,2011-01-10 05:20:00,2011-01-11 20:23:00
22,Release Purchase Order,Nico Ojenbeer,2011-01-12 03:42:00,2011-01-12 03:43:00
22,Approve Purchase Order for payment,Francois de Perrier,2011-01-12 07:17:00,2011-01-12 07:18:00
22,Send Invoice,Esmeralda Clay,2011-01-12 13:52:00,2011-01-12 13:52:00
22,Release Supplier's Invoice,Pedro Alvares,2011-01-13 04:04:00,2011-01-13 04:09:00
22,Authorize Supplier's Invoice payment,Pedro Alvares,2011-01-13 04:09:00,2011-01-13 04:09:00
22,Pay Invoice,Pedro Alvares,2011-01-13 04:51:00,2011-01-13 04:58:00
22,End,End,2011-01-13 04:58:00,2011-01-13 04:58:00
660,Start,Start,2011-04-05 07:07:00,2011-04-05 07:07:00
660,Create Purchase Requisition,Kim Passa,2011-04-05 07:07:00,2011-04-05 07:23:00
660,Analyze Purchase Requisition,Francis Odell,2011-04-05 22:41:00,2011-04-05 22:48:00
660,Create Request for Quotation,Maris Freeman,2011-04-05 22:53:00,2011-04-05 22:55:00
660,Analyze Request for Quotation,Francois de Perrier,2011-04-11 00:32:00,2011-04-11 00:44:00
660,Send Request for Quotation to Supplier,Magdalena Predutta,2011-04-11 11:38:00,2011-04-11 12:09:00
